puzzle_id,label,row_hints,col_hints,num_solutions,solving_time_sec
1013,1,"[[], [], [], [], [3], [3], [2], [3], [4], [3], [3], [3], [3], [4], [2], [3], [3], [1], [], []]","[[], [], [], [], [], [], [3], [4], [6], [6], [7], [7], [5], [2], [], [], [], [], [], []]",1,0.03192710876464844
1014,6,"[[], [], [1], [3], [2], [2], [2], [2], [2], [2], [4], [8], [2, 2], [2, 3], [5], [4], [], [], [], []]","[[], [], [], [], [], [], [1], [5], [7], [6, 2], [4, 2, 2], [2, 2, 2], [2, 3], [2, 3], [1], [], [], [], [], []]",1,0.0768439769744873
1015,7,"[[], [], [], [], [], [1], [7], [7], [3, 2], [3, 2], [2, 2], [1], [1], [1], [1], [1], [1], [2], [2], []]","[[], [], [], [], [2], [5], [5], [3], [2], [2], [2], [3], [3, 2], [10], [], [], [], [], [], []]",2,0.05226945877075195
1016,3,"[[], [], [], [3], [6], [6], [3], [4], [3], [6], [5], [3], [2], [1, 3], [7], [7], [4], [], [], []]","[[], [], [], [], [1], [3], [4], [1, 3], [2, 2, 3], [2, 4, 2], [3, 4, 3], [12], [5, 5], [3, 1], [], [], [], [], [], []]",1,0.08214211463928223
1017,4,"[[], [], [], [], [2], [2], [2], [2, 1], [2, 1], [1, 3], [2, 2], [11], [2, 6], [2], [1], [1], [], [], [], []]","[[], [], [], [], [2], [3], [3], [2, 1], [2, 1, 2], [3], [3], [4], [4], [2, 2], [2, 2], [2], [2], [1], [], []]",3,0.08330488204956055
1018,5,"[[], [], [], [], [], [], [6], [10], [5], [1], [1, 2], [1], [2], [2], [7], [], [], [], [], []]","[[], [], [], [], [1], [1], [3, 1], [1, 1], [2, 1], [2, 1], [2, 1], [1, 1, 1], [2, 1, 2], [2, 2], [2], [2], [2], [2], [], []]",3,0.08292865753173828
1019,9,"[[], [], [], [], [], [2], [6], [3, 2], [2, 3], [7], [3, 2], [2], [2], [2], [2], [2], [2], [1], [1], []]","[[], [], [], [], [], [], [3], [5], [2, 2], [1, 2], [1, 2], [14], [12], [], [], [], [], [], [], []]",1,0.05811309814453125
102,4,"[[], [], [], [], [1], [2], [2, 2], [2, 2], [1, 1], [8], [8], [2], [2], [2], [2], [2], [], [1], [1], []]","[[], [], [], [], [], [], [5], [2, 2], [2, 2], [2, 2], [2, 3], [5], [4], [2], [3], [3], [2], [], [], []]",2,0.07419729232788086
1020,5,"[[], [], [], [], [2], [4], [6], [4], [3], [2], [2], [2], [2], [1], [3, 1], [5, 1], [3], [], [], []]","[[], [], [], [], [2], [2], [2], [2, 1], [5, 2], [3, 3, 1], [2, 6], [2], [2], [2], [1], [2], [1], [], [], []]",1,0.06739211082458496
1021,6,"[[], [], [2], [3], [2], [2], [2], [2], [2], [9], [4, 4], [2, 2], [2, 1], [2, 2], [8], [7], [], [], [], []]","[[], [], [], [], [], [2], [7], [4, 2], [4, 2], [2, 2, 2], [2, 1, 2], [2, 1, 2], [1, 2, 2], [1, 2, 2], [2, 5], [2, 2], [], [], [], []]",1,0.12364006042480469
1022,8,"[[], [], [], [], [6], [3, 1], [2, 2], [2, 3], [1, 3], [5], [4], [3], [4], [2, 1], [2, 2], [1, 2], [3], [2], [], []]","[[], [], [], [], [], [], [4], [1, 3, 2], [3, 3, 1], [2, 6, 2], [2, 7], [1, 2], [1, 2], [1, 2], [2, 2], [3], [2], [], [], []]",1,0.10685896873474121
1023,0,"[[], [], [], [], [], [2], [4], [2, 5], [2, 7], [2, 2, 1], [2, 1], [1, 1], [1, 2], [1, 1], [1, 2], [1, 3], [], [], [], []]","[[], [], [], [3], [4], [3], [3], [2, 1], [1, 1], [4], [1, 2], [2, 1], [2, 1], [2, 2], [1, 1], [2, 2], [3], [], [], []]",3,0.12211441993713379
1024,8,"[[], [], [2], [1], [1], [2, 1], [1, 1], [1, 1], [1, 2], [3], [2], [5], [2, 1], [1], [1, 2], [6], [], [], [], []]","[[], [], [], [], [], [3], [2, 1], [2, 1], [3, 1, 1], [1, 3, 2], [1, 4, 2], [1], [1], [2], [1, 1], [4], [], [], [], []]",33,0.13380789756774902
1025,9,"[[], [], [], [], [], [4], [1, 1], [1, 1], [1, 2], [1, 3], [4], [], [1], [1], [1], [1], [], [1], [1], []]","[[], [], [], [], [], [], [], [], [5, 2], [1, 1, 2], [1, 2, 2], [1, 2], [1, 2], [3], [], [], [], [], [], []]",6,0.07940554618835449
1026,6,"[[], [], [1], [4], [2], [2], [2], [2], [1], [7], [7], [2, 1], [2, 1], [2, 2], [2, 3], [5], [], [], [], []]","[[], [], [], [], [], [], [3], [6], [4, 2], [3, 2, 1], [3, 2, 1], [2, 2, 2], [1, 2, 2], [2, 2, 2], [1, 3], [], [], [], [], []]",1,0.10223388671875
1027,5,"[[], [], [], [], [9], [9], [5], [4], [5], [7], [9], [3], [2], [1, 2], [4, 4], [4, 5], [6], [3], [], []]","[[], [], [], [], [3, 2], [4, 2], [5, 3], [5, 3], [5, 2], [3, 2, 3], [3, 2, 3], [2, 2, 3], [2, 2, 3], [2, 5], [2, 3], [2], [2], [2], [], []]",1,0.12178516387939453
1028,8,"[[], [], [], [2], [3, 2], [2, 3], [1], [2], [1, 3], [4, 3], [3, 2], [1, 1], [1, 1], [1, 2], [1, 1], [4, 3], [3], [], [], []]","[[], [], [], [], [], [5], [2, 1, 1, 1], [2, 2, 1], [2, 2, 2], [1, 1, 1], [1, 1], [2, 1, 1], [2, 2, 1], [5, 2], [2, 1], [5], [], [], [], []]",2,0.16271066665649414
1029,8,"[[], [], [], [4], [7], [2, 2], [1, 3], [2, 3], [3, 2], [3], [4], [1, 3], [2, 2], [2, 2], [2, 1], [4, 3], [4], [], [], []]","[[], [], [], [], [], [], [5], [3, 2, 4], [2, 2, 5], [2, 2, 2], [2, 2, 2], [5, 2, 1], [5, 2, 2], [2, 2, 1], [4], [1], [], [], [], []]",1,0.13112092018127441
103,6,"[[], [], [2], [3], [2], [2], [1], [2], [2], [2], [4], [2, 2], [1, 2], [1, 3], [1, 2], [4], [], [], [], []]","[[], [], [], [], [], [], [], [5], [3, 1], [4, 1], [4, 1, 2], [3, 1, 2], [3, 3], [2, 3], [], [], [], [], [], []]",1,0.0811300277709961
1030,8,"[[], [], [], [2], [2], [3], [1, 2], [1, 2], [1, 2], [3], [2], [3], [1, 1], [1, 2], [1, 3], [5], [3], [], [], []]","[[], [], [], [], [], [], [], [], [3, 4], [2, 3, 1], [3, 3, 2], [1, 5, 5], [3, 4], [2], [], [], [], [], [], []]",2,0.08481192588806152
1031,7,"[[], [], [], [], [], [5], [9], [4, 2], [3, 2], [2, 2], [2, 2], [3], [2], [2], [2], [2], [3], [3], [2], []]","[[], [], [], [], [], [], [4, 3], [5, 3], [3, 3], [2, 2], [2, 2], [2, 3], [2, 3], [2, 3], [5], [3], [], [], [], []]",1,0.09245681762695312
1032,7,"[[], [], [], [], [], [], [11], [11], [4, 1, 2], [1, 2], [2, 1], [2, 2], [3], [3], [2], [2], [1], [1], [1], [1]]","[[], [], [], [], [2], [6], [3], [3], [3], [2], [3], [2, 8], [2, 5], [8], [4], [2], [], [], [], []]",1,0.07311701774597168
1033,8,"[[], [], [], [], [4, 2], [2, 3], [3, 3], [4, 2], [3], [4], [1, 2], [1, 2], [2, 2], [2, 1], [2, 1], [2, 2], [6], [4], [], []]","[[], [], [], [], [], [1], [4], [1, 2, 3], [1, 3, 6], [1, 3, 2], [2, 2], [4, 1, 2], [4, 2, 2], [2, 1, 2], [2, 2], [5], [], [], [], []]",1,0.15323376655578613
1034,5,"[[], [], [], [], [9], [9], [2], [2], [3], [1, 4], [5], [3], [5], [3], [4], [4], [8], [3], [], []]","[[], [], [], [1], [1], [3], [6], [3, 2, 1], [2, 2, 1], [2, 3, 2], [2, 3, 2], [2, 3, 2], [2, 5], [2, 5], [2, 3], [1, 2], [], [], [], []]",1,0.10450005531311035
1035,0,"[[], [], [], [], [], [], [5], [5, 1], [6, 1], [3, 1], [3, 1], [1, 2], [1, 2], [1, 1], [1, 2], [1, 1], [4], [], [], []]","[[], [], [3], [2], [1, 1], [1, 1], [2, 1], [1, 1], [2], [2], [2], [3, 1], [3, 1], [3, 1], [1, 3], [7], [], [], [], []]",9,0.12505030632019043
1036,1,"[[], [], [], [], [2], [3], [3], [2], [2], [2], [1], [2], [2], [1], [2], [2], [3], [1], [], []]","[[], [], [], [], [], [], [1], [3], [3], [4], [4], [5], [5], [3], [], [], [], [], [], []]",1,0.03385424613952637
1037,4,"[[], [], [], [], [1], [2], [1, 1], [1, 1, 2], [1, 1, 2], [1, 1], [1, 1], [4], [4], [1], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [2], [], [2], [4], [3, 2, 2], [5], [4], [4], [2], [], [], [], [], [], []]",1,0.08134102821350098
1038,0,"[[], [], [], [], [], [3, 2], [6, 2], [2, 2, 1], [1, 1], [2, 2], [2, 2], [1, 2], [1, 2], [1, 3], [2, 3], [8], [], [], [], []]","[[], [], [], [], [7], [2, 2], [3, 1], [2, 1], [1, 1], [3, 1], [3, 1], [2, 2], [1], [1, 2], [1, 2], [1, 3], [6], [2], [], []]",1,0.1351017951965332
1039,6,"[[], [1], [1], [2], [2], [2], [3], [3], [2], [2, 5], [2, 6], [1, 7], [2, 3, 2], [4, 2], [8], [6], [], [], [], []]","[[], [], [], [], [], [4], [5, 2], [3, 2], [3, 4], [3, 5], [4, 3, 2], [3, 2], [3, 2], [3, 2], [6], [5], [], [], [], []]",1,0.10590887069702148
104,1,"[[], [], [], [], [1], [1], [1], [1], [1], [1], [1], [2], [2], [2], [2], [2], [2], [2], [], []]","[[], [], [], [], [], [], [], [], [], [7], [9], [5], [], [], [], [], [], [], [], []]",1,0.02808856964111328
1040,6,"[[], [], [2], [2], [3], [3], [3], [2], [3], [4, 1], [8], [4, 2], [3, 2], [2, 3], [7], [6], [], [], [], []]","[[], [], [], [], [], [5], [7], [4, 2], [4, 2], [5, 2], [3, 1, 2], [3, 2, 2], [2, 4], [2, 4], [2], [2], [], [], [], []]",1,0.09944033622741699
1041,4,"[[], [], [], [], [3], [3, 1], [3, 3], [3, 2], [3, 2], [2, 4], [3, 4], [6], [2], [3], [3], [3], [2], [2], [2], []]","[[], [], [], [], [2], [2, 3], [4, 3], [2, 2, 2], [3, 1, 3], [2, 3], [2, 4], [2, 3], [2, 2], [1, 2], [3], [3], [1], [2], [], []]",1,0.12324309349060059
1042,7,"[[], [], [], [], [], [9], [3, 3], [2], [2], [9], [9], [1, 2], [2], [3], [3], [3], [3], [2], [2], []]","[[], [], [], [], [1], [1, 2], [2, 2], [2, 2], [2, 2], [1, 2], [1, 2], [2, 2, 6], [14], [11], [1], [], [], [], [], []]",1,0.07861614227294922
1043,7,"[[], [], [], [], [3, 3], [10], [7, 3], [3, 3], [1, 3], [3], [4], [4], [5], [4], [4], [4], [4], [3], [2], []]","[[], [], [], [], [2], [4, 3], [4, 4], [3, 4], [3, 3], [2, 4], [2, 4], [2, 4], [2, 5], [9], [6], [3], [], [], [], []]",1,0.09301066398620605
1044,0,"[[], [], [], [], [4, 2], [6, 2], [3, 2, 2], [3, 2, 2], [2, 2, 2], [2, 2], [2, 2], [2, 2], [1, 3], [1, 2], [2, 4], [10], [5], [], [], []]","[[], [], [], [], [7], [4, 2], [3, 2], [3, 2], [3, 2], [2, 2], [2, 2], [5, 2], [5, 2], [2], [2, 3], [3, 3], [7], [4], [], []]",1,0.14960551261901855
1045,9,"[[], [], [], [], [], [4], [2, 1], [2, 2], [2, 2], [1, 3], [7], [1], [1], [2], [1], [], [2], [2], [3], []]","[[], [], [], [], [], [], [3, 1], [2, 1, 3], [2, 1, 3], [1, 1, 2], [1, 1, 2], [1, 3], [1, 2], [1, 2], [3], [1], [], [], [], []]",2,0.10896849632263184
1046,8,"[[], [], [], [], [3], [4], [6, 3], [3, 1, 5], [2, 3], [4, 4], [3, 3], [5], [3], [4], [2, 1], [1, 2], [5], [4], [2], []]","[[], [], [], [], [2], [4], [4, 2], [3, 2], [3, 3, 1], [2, 8], [2, 4, 3], [5, 3], [3, 5], [2], [3], [3], [3], [2], [1], []]",1,0.12304902076721191
1047,3,"[[], [], [], [], [10], [1, 3], [3], [4], [4], [8], [5, 3], [1, 1], [1], [1], [1, 2], [2, 3], [9], [6], [], []]","[[], [], [1], [2], [2, 1], [2, 1, 2], [1, 2, 2], [1, 2, 2], [1, 2, 2], [1, 2, 2], [1, 3, 2], [1, 4, 2], [1, 5, 2], [4, 2, 2], [2, 5], [1], [], [], [], []]",1,0.15587615966796875
1048,1,"[[], [], [], [], [3], [2], [1], [1], [1], [1], [2], [2], [2], [1], [1], [1], [2], [], [], []]","[[], [], [], [], [], [], [], [], [], [7], [5, 1], [4], [2], [1], [], [], [], [], [], []]",1,0.02929401397705078
1049,3,"[[], [], [], [], [8], [9], [3], [3], [3], [2], [2], [3], [3], [3], [2], [3], [7], [4], [], []]","[[], [], [], [], [], [1], [2, 1], [2, 2], [2, 2], [2, 2, 2], [2, 4, 2], [5, 3, 2], [5, 6], [4, 4], [], [], [], [], [], []]",1,0.08277511596679688
105,1,"[[], [], [], [2], [2], [2], [3], [2], [3], [2], [2], [2], [2], [3], [2], [3], [1], [], [], []]","[[], [], [], [], [], [], [], [1], [4], [8], [8], [6], [4], [], [], [], [], [], [], []]",1,0.028244733810424805
1050,1,"[[], [], [], [1], [3], [3], [3], [3], [3], [3], [3], [2], [3], [4], [4], [4], [1], [], [], []]","[[], [], [], [], [], [], [], [], [7], [13], [13], [4], [3], [], [], [], [], [], [], []]",2,0.02671957015991211
1051,5,"[[], [], [], [], [3], [2], [1], [1], [1], [2], [5], [1], [1], [1], [1], [2], [2], [1], [], []]","[[], [], [], [], [], [], [2], [2], [2, 1, 2], [2, 1, 2], [1, 1, 2], [1, 3], [1], [1], [], [], [], [], [], []]",318,0.2258923053741455
1052,3,"[[], [], [], [2], [8], [4, 2], [2, 1], [2], [3], [7], [7], [2], [1, 2], [2, 1], [4, 2], [8], [3], [], [], []]","[[], [], [], [], [1], [2, 2], [2, 4], [2, 2, 2], [2, 2, 2], [1, 2, 2], [2, 2, 2], [2, 3, 2], [2, 6, 2], [12], [], [], [], [], [], []]",1,0.11881518363952637
1053,1,"[[], [], [], [2], [4], [4], [3], [4], [4], [4], [4], [4], [5], [5], [4], [4], [3], [], [], []]","[[], [], [], [], [], [3], [5], [6], [6], [5], [7], [7], [7], [6], [2], [], [], [], [], []]",1,0.04330134391784668
1054,4,"[[], [], [], [], [1], [1], [2, 1], [2, 1], [2, 1], [2, 2], [2, 2], [9], [5, 1], [1], [1], [1], [1], [1], [], []]","[[], [], [], [], [5], [6], [1], [2], [2], [2], [2], [2], [3], [14], [], [], [], [], [], []]",1,0.06542325019836426
1055,9,"[[], [], [], [], [3], [4], [5], [3, 2], [3, 3], [3, 4], [8], [6], [3], [3], [2], [2], [2], [1], [1], []]","[[], [], [], [], [], [], [2], [4], [5], [3, 2, 6], [3, 8], [3, 5], [9], [7], [1], [], [], [], [], []]",2,0.0699307918548584
1056,6,"[[], [], [3], [3], [2], [2], [2], [2, 3], [2, 5], [2, 2, 2], [2, 2, 2], [2, 2, 1], [5, 1], [5, 1], [8], [7], [], [], [], []]","[[], [], [], [], [], [5], [12], [4, 3], [2, 3], [7], [8], [2, 2], [2, 2], [2, 2], [3, 2], [7], [], [], [], []]",1,0.11025071144104004
1057,2,"[[], [], [], [], [6], [4, 1], [2, 1], [1, 1], [], [1], [2], [7], [2, 4], [1, 2, 2], [5, 1], [3], [], [], [], []]","[[], [], [], [], [1, 3], [2, 1, 2], [1, 1, 2], [1, 1, 2], [1, 1, 1], [2, 1, 1], [1, 3], [1, 2], [1, 3], [1, 2, 2], [4, 1], [1], [], [], [], []]",2,0.1433265209197998
1058,8,"[[], [], [], [], [2], [4], [1, 1], [2, 2], [2], [2], [3], [2], [2], [1], [1], [1], [2], [1], [1], []]","[[], [], [], [], [], [], [1], [3], [1, 2], [2, 2], [2, 1], [3, 3, 3], [1, 6], [], [], [], [], [], [], []]",1,0.06651997566223145
1059,9,"[[], [], [], [], [3], [4], [6], [7], [7], [8], [8], [3], [3], [3], [2], [3], [3], [2], [1], []]","[[], [], [], [], [], [], [2], [4, 2], [5, 4], [5, 5], [11], [10], [8], [7], [], [], [], [], [], []]",1,0.045468807220458984
106,3,"[[], [], [], [], [5], [5], [1], [1], [2], [2], [2], [2], [2], [2], [2], [3], [4], [2], [], []]","[[], [], [], [], [], [], [2], [2], [2], [2, 3, 1], [8, 2], [3, 3], [5], [2], [], [], [], [], [], []]",1,0.045487403869628906
1060,0,"[[], [], [], [], [], [4], [3, 4], [4, 4], [4, 2], [2, 1, 2], [1, 1], [2, 2], [2, 2], [1, 3], [1, 4], [2, 4], [], [], [], []]","[[], [], [], [], [5], [4, 1], [2], [2, 1], [3, 1], [4, 2], [2, 2], [1, 1], [1, 2], [2, 1], [3, 3], [2, 2], [5], [3], [], []]",1,0.13019108772277832
1061,6,"[[], [], [2], [2], [2], [2], [3], [2], [3], [3], [3, 3], [10], [10], [9], [7], [2], [], [], [], []]","[[], [], [], [], [], [], [6], [10], [10], [3, 4], [4, 4], [2, 4], [4], [5], [4], [3], [], [], [], []]",1,0.05076861381530762
1062,9,"[[], [], [], [], [3], [4], [3, 1], [2], [2], [2, 2], [2, 3], [6], [2], [2], [2], [2], [2], [2], [2], []]","[[], [], [], [], [], [], [3], [5, 3], [3, 1, 4], [1, 1, 3], [2, 4], [2, 3], [2, 2], [2, 2], [1], [], [], [], [], []]",1,0.08952474594116211
1063,8,"[[], [], [], [1], [2, 2], [1, 2], [2, 2], [3], [2], [4], [1, 3], [1, 3], [2, 2], [2, 2], [2, 2], [4], [1], [], [], []]","[[], [], [], [], [], [], [], [4], [2, 6], [1, 1, 2, 1], [1, 2, 1, 2], [8], [8], [1, 2], [2], [2], [], [], [], []]",1,0.10368013381958008
1064,0,"[[], [], [], [2], [4], [3], [2], [2, 2], [2, 2], [3, 2], [2, 2], [1, 3], [1, 2], [2, 2], [2, 2], [5], [2], [], [], []]","[[], [], [], [], [], [], [7], [4, 3], [3, 2], [2], [2, 2], [3, 4], [10], [8], [], [], [], [], [], []]",1,0.08043503761291504
1065,9,"[[], [], [], [], [3], [5], [3, 1], [2, 1], [2, 2], [3], [5], [8], [2, 3], [3], [2], [2], [1], [1], [1], []]","[[], [], [], [], [], [], [3, 1], [3, 2], [2, 2], [2, 2], [2, 2], [2, 10], [1, 8], [8], [], [], [], [], [], []]",1,0.07447123527526855
1066,9,"[[], [], [], [], [], [2], [8], [6, 2], [4, 3], [3, 5], [10], [3], [3], [2], [3], [2], [2], [3], [2], []]","[[], [], [], [], [], [2], [4], [4, 2], [3, 1, 3], [3, 1, 4], [2, 1, 2], [2, 6], [1, 5], [2, 5], [6], [4], [], [], [], []]",1,0.09248566627502441
1067,1,"[[], [], [], [], [2], [2], [3], [3], [3], [3], [3], [2], [4], [3], [3], [3], [2], [], [], []]","[[], [], [], [], [], [], [], [], [], [12], [13], [5, 5], [1], [], [], [], [], [], [], []]",1,0.028797626495361328
1068,2,"[[], [], [], [3], [8], [4, 2], [1, 2], [2], [3], [2], [3], [2], [4], [4], [8], [7], [2], [], [], []]","[[], [], [], [], [], [3], [2], [2, 2], [3, 3], [2, 5], [2, 6], [2, 3, 2], [7, 2], [3, 2], [3], [3], [], [], [], []]",1,0.07407975196838379
1069,2,"[[], [], [4], [4], [2, 2], [2, 2], [2], [2], [2], [5], [7], [1, 1, 2], [2, 1, 2], [1, 2, 2], [2, 2], [2, 2], [], [], [], []]","[[], [], [], [], [2], [2], [1], [2, 1, 1], [2, 2, 2], [2, 2, 2], [2, 5], [2, 3], [14], [4, 5], [], [], [], [], [], []]",2,0.12060117721557617
107,7,"[[], [], [], [], [3], [9], [2], [2], [2], [1], [1], [1], [1], [2], [2], [2], [3], [2], [1], []]","[[], [], [], [], [], [1], [1], [1], [1, 3], [1, 5], [1, 6], [7], [5], [2], [], [], [], [], [], []]",1,0.041384220123291016
1070,9,"[[], [], [], [], [2], [5], [8], [3, 3], [9], [2, 5], [8], [4, 2], [1, 2], [2], [2], [2], [3], [3], [3], []]","[[], [], [], [], [], [3], [7], [3, 2], [4, 2], [2, 4], [3, 3], [15], [14], [4, 3], [], [], [], [], [], []]",1,0.07534360885620117
1071,3,"[[], [], [], [], [7], [1, 5], [2], [2], [3], [2], [11], [1, 3], [2], [2], [1, 2], [7], [], [], [], []]","[[], [], [], [], [2, 1], [1, 1], [2, 3], [2, 3], [2, 2, 1], [5, 1, 2], [3, 1, 1], [1, 1], [1, 1], [1, 1], [2, 2], [5], [3], [], [], []]",1,0.11491155624389648
1072,6,"[[], [1], [2], [3], [1], [], [2], [1], [], [1], [2, 3], [1, 2, 1], [1, 1, 1], [1, 1, 1], [6], [3], [], [], [], []]","[[], [], [], [], [], [], [], [5], [2, 1], [2, 5], [1, 1, 2], [2, 1, 2], [2, 1, 1], [3, 4], [], [], [], [], [], []]",1,0.10103893280029297
1073,0,"[[], [], [], [2], [7], [3, 3], [3, 1], [3, 1], [3, 1], [3, 2], [2, 3], [2, 3], [2, 2], [2, 3], [2, 4], [10], [4], [], [], []]","[[], [], [], [], [5], [7], [5, 2], [4, 2], [4, 2], [2, 2], [3, 2], [2, 2], [1, 2], [2, 3], [2, 3], [2, 4], [6], [2], [], []]",1,0.13550615310668945
1074,7,"[[], [], [], [], [], [2], [7, 4], [4, 1, 2], [2], [2], [3], [7], [6], [2], [2], [2], [2], [3], [2], []]","[[], [], [], [], [2], [2], [2, 2], [3, 2, 3], [2, 2, 3], [2, 5], [1, 4], [2], [3], [1, 3], [5], [3], [1], [], [], []]",1,0.08398056030273438
