puzzle_id,label,row_hints,col_hints,num_solutions,json_file_path
1028,8,"[[], [], [], [2], [3, 2], [2, 3], [1], [2], [1, 3], [4, 3], [3, 2], [1, 1], [1, 1], [1, 2], [1, 1], [4, 3], [3], [], [], []]","[[], [], [], [], [], [5], [2, 1, 1, 1], [2, 2, 1], [2, 2, 2], [1, 1, 1], [1, 1], [2, 1, 1], [2, 2, 1], [5, 2], [2, 1], [5], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1028.json
1030,8,"[[], [], [], [2], [2], [3], [1, 2], [1, 2], [1, 2], [3], [2], [3], [1, 1], [1, 2], [1, 3], [5], [3], [], [], []]","[[], [], [], [], [], [], [], [], [3, 4], [2, 3, 1], [3, 3, 2], [1, 5, 5], [3, 4], [2], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1030.json
1035,0,"[[], [], [], [], [], [], [5], [5, 1], [6, 1], [3, 1], [3, 1], [1, 2], [1, 2], [1, 1], [1, 2], [1, 1], [4], [], [], []]","[[], [], [3], [2], [1, 1], [1, 1], [2, 1], [1, 1], [2], [2], [2], [3, 1], [3, 1], [3, 1], [1, 3], [7], [], [], [], []]",9,./mnist_nonograms\mnist_puzzle_1035.json
1045,9,"[[], [], [], [], [], [4], [2, 1], [2, 2], [2, 2], [1, 3], [7], [1], [1], [2], [1], [], [2], [2], [3], []]","[[], [], [], [], [], [], [3, 1], [2, 1, 3], [2, 1, 3], [1, 1, 2], [1, 1, 2], [1, 3], [1, 2], [1, 2], [3], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1045.json
1050,1,"[[], [], [], [1], [3], [3], [3], [3], [3], [3], [3], [2], [3], [4], [4], [4], [1], [], [], []]","[[], [], [], [], [], [], [], [], [7], [13], [13], [4], [3], [], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1050.json
1051,5,"[[], [], [], [], [3], [2], [1], [1], [1], [2], [5], [1], [1], [1], [1], [2], [2], [1], [], []]","[[], [], [], [], [], [], [2], [2], [2, 1, 2], [2, 1, 2], [1, 1, 2], [1, 3], [1], [1], [], [], [], [], [], []]",318,./mnist_nonograms\mnist_puzzle_1051.json
1055,9,"[[], [], [], [], [3], [4], [5], [3, 2], [3, 3], [3, 4], [8], [6], [3], [3], [2], [2], [2], [1], [1], []]","[[], [], [], [], [], [], [2], [4], [5], [3, 2, 6], [3, 8], [3, 5], [9], [7], [1], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1055.json
1057,2,"[[], [], [], [], [6], [4, 1], [2, 1], [1, 1], [], [1], [2], [7], [2, 4], [1, 2, 2], [5, 1], [3], [], [], [], []]","[[], [], [], [], [1, 3], [2, 1, 2], [1, 1, 2], [1, 1, 2], [1, 1, 1], [2, 1, 1], [1, 3], [1, 2], [1, 3], [1, 2, 2], [4, 1], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1057.json
1069,2,"[[], [], [4], [4], [2, 2], [2, 2], [2], [2], [2], [5], [7], [1, 1, 2], [2, 1, 2], [1, 2, 2], [2, 2], [2, 2], [], [], [], []]","[[], [], [], [], [2], [2], [1], [2, 1, 1], [2, 2, 2], [2, 2, 2], [2, 5], [2, 3], [14], [4, 5], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1069.json
1078,6,"[[], [2], [3], [3], [4], [4], [3], [4, 2], [9], [10], [11], [5, 3], [4, 4], [10], [8], [6], [], [], [], []]","[[], [], [], [], [], [4], [8], [9], [10], [7, 3], [7, 3], [4, 3, 3], [5, 4, 3], [4, 8], [6], [4], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1078.json
1080,8,"[[], [], [], [], [5], [7], [2, 1], [1, 1], [1, 1], [2, 3], [5], [3], [2, 2], [1, 2], [2, 2], [2, 2], [4], [2], [], []]","[[], [], [], [], [], [], [3], [1, 1, 2], [1, 2, 5], [1, 3, 2], [2, 2, 2], [2, 5, 2], [2, 2, 4], [2, 3, 1], [3], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1080.json
1083,5,"[[], [], [], [], [], [2], [2], [1], [1], [3], [2], [1], [1], [5, 2], [], [], [], [], [], []]","[[], [], [], [], [1], [1], [1], [1], [3, 1], [1, 1], [1, 1], [1, 1], [4], [], [1], [1], [], [], [], []]",9,./mnist_nonograms\mnist_puzzle_1083.json
1085,9,"[[], [], [], [], [3], [4], [1, 2], [1, 1], [2, 2], [2, 1], [2, 2, 1], [1, 1], [1, 1], [2], [1], [1], [1], [2], [2], []]","[[], [], [], [], [], [], [2], [3, 2], [3, 3], [1, 3], [2, 4], [2, 3], [5], [1], [3], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1085.json
1092,4,"[[], [], [], [], [], [1], [1, 2], [1, 2], [2, 2], [1, 2], [1, 2], [], [1], [1], [2], [1], [1], [1], [1], []]","[[], [], [], [], [], [], [], [3], [3, 2], [3], [1, 3], [2], [4], [4], [], [], [], [], [], []]",14,./mnist_nonograms\mnist_puzzle_1092.json
1094,2,"[[], [], [], [3], [3, 3], [3, 2], [2, 1], [2, 2], [1, 2], [3], [2], [2], [3], [2], [10], [5, 3], [1], [], [], []]","[[], [], [], [], [1], [3], [2, 2], [4, 3], [2, 4], [2, 2, 1], [1, 2, 1], [1, 2, 1], [1, 2, 1], [2, 3, 2], [5, 2], [2, 1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1094.json
1096,8,"[[], [], [], [2], [3, 1], [2, 1], [2, 2], [1, 4], [5], [2], [3], [2, 2], [2, 2], [1, 2], [1, 2], [1, 3], [3], [], [], []]","[[], [], [], [], [], [2], [3, 1], [2, 1], [3, 1, 2], [2, 3, 1], [2, 4, 2], [1, 1, 4], [1, 2, 2], [1], [1, 2], [5], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1096.json
1097,7,"[[], [], [], [], [], [9], [1], [1], [1], [1], [1], [1], [1], [2], [1], [1], [2], [1], [2], []]","[[], [], [], [], [], [], [1, 1], [1, 3], [1, 2], [1, 2], [1, 3], [1, 1], [1, 1], [1, 2], [2], [], [], [], [], []]",60,./mnist_nonograms\mnist_puzzle_1097.json
1101,5,"[[], [], [], [], [7], [1, 1], [1], [2], [2], [2, 2], [7], [3, 2], [2], [2], [2], [1, 1], [4], [2], [], []]","[[], [], [], [], [], [], [2], [5, 2], [6, 2], [2, 1, 2], [1, 2, 1], [1, 2, 2], [1, 5], [1, 3], [2], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1101.json
1105,4,"[[], [], [], [], [1], [2], [1, 1], [1], [1, 1], [3, 2], [10], [2], [2], [2], [2], [1], [2], [2], [], []]","[[], [], [], [], [1], [1], [2, 2], [2, 2], [3, 2], [1, 1, 3], [4], [2], [2], [4], [2], [2], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1105.json
1106,7,"[[], [], [], [], [], [1, 2], [3, 1], [2, 1], [2, 2], [2], [1], [1], [1], [2], [1], [1], [1], [2], [2], []]","[[], [], [], [], [], [], [], [1, 2], [2, 4], [3, 2], [1, 3], [1, 2], [2], [3], [1], [1], [], [], [], []]",7,./mnist_nonograms\mnist_puzzle_1106.json
1109,8,"[[], [], [], [], [3], [4, 1], [3, 2], [3, 1], [2, 2], [2, 3, 1], [1, 4, 2], [1, 2, 1, 2], [5, 2], [2, 1], [2, 2], [2, 1], [4], [], [], []]","[[], [], [], [], [4], [2, 1], [3, 1, 1], [2, 5], [3, 3, 2], [1, 1, 1], [1, 2, 1], [2, 2, 1], [1, 2], [1, 2, 1], [4, 1], [1, 1], [5], [3], [], []]",3,./mnist_nonograms\mnist_puzzle_1109.json
1113,5,"[[], [], [], [], [], [], [], [], [6], [1], [2], [1], [3], [], [3], [], [], [], [], []]","[[], [], [], [], [1], [1], [2, 1], [1, 1], [2, 1], [], [], [], [], [1], [1], [1], [1], [1], [1], []]",2,./mnist_nonograms\mnist_puzzle_1113.json
1114,9,"[[], [], [], [], [], [2, 2], [5, 2], [4, 1, 2], [3, 1, 1], [1, 3], [9], [2, 1], [2], [1], [2], [1], [2], [2], [2], []]","[[], [], [], [], [], [2], [1, 2, 2], [2, 2, 3], [2, 1, 1], [2, 1, 2], [2, 1, 3], [1, 4], [2, 2], [2, 2], [2], [], [4], [3], [], []]",2,./mnist_nonograms\mnist_puzzle_1114.json
1118,8,"[[], [], [], [], [5], [3, 2], [3, 2], [3, 3], [3, 2], [3, 3], [5], [3], [4], [4], [1, 2], [1, 2], [6], [5], [], []]","[[], [], [], [], [], [], [3], [6], [7, 2], [2, 5, 2], [1, 4, 2], [4, 5, 2], [6, 3, 2], [3, 4], [2], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1118.json
1120,9,"[[], [], [], [], [2], [4], [2, 1], [2, 3], [2, 3], [1, 4], [8], [3, 2], [2], [2], [2], [2], [2], [2], [1], []]","[[], [], [], [], [], [], [7], [5, 2], [2, 2], [1, 1], [2], [12], [12], [4], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1120.json
1121,5,"[[], [], [], [], [7], [7], [3], [3], [1], [], [1], [3], [2], [4], [3], [1, 2], [8], [4], [], []]","[[], [], [], [], [], [1], [2, 1], [4, 1, 1], [3, 1, 1], [2, 3, 1], [2, 2, 2], [2, 1, 2], [2, 2, 2], [2, 1, 2], [1, 3], [1, 1], [], [], [], []]",5,./mnist_nonograms\mnist_puzzle_1121.json
113,7,"[[], [], [], [], [], [4, 2], [8], [2, 1], [2, 1], [1, 2], [1, 2], [2], [1], [1], [1], [2], [1], [2], [2], []]","[[], [], [], [], [], [], [5], [4], [2, 2], [2, 4], [2, 2], [1, 3], [2, 3], [6], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_113.json
1130,5,"[[], [], [], [], [5], [6], [1], [1], [2], [2, 1], [8], [1, 1], [1], [2], [2], [4], [4], [3], [], []]","[[], [], [], [], [], [1], [2, 2], [4, 2], [3, 1, 1], [2, 1, 2], [2, 1, 1], [2, 2, 2], [2, 1, 3], [2, 4], [1], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1130.json
1138,7,"[[], [], [], [], [], [], [3, 2], [5, 3], [10], [1, 1], [2], [2], [2], [2], [2], [1], [2], [2], [1], []]","[[], [], [], [], [], [], [3, 2], [2, 2], [3, 2], [3, 1], [3, 3], [1, 3], [1, 2], [3], [2], [3], [2], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1138.json
1142,9,"[[], [], [], [], [], [6], [9], [3, 1], [2, 1], [1, 2], [1, 2], [9], [9], [7], [1], [1], [2], [1], [2], []]","[[], [], [], [], [], [5], [3, 3], [2, 3], [3, 3], [2, 3, 1], [2, 3, 3], [2, 6], [2, 5], [2, 4], [3], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1142.json
1143,2,"[[], [], [], [4], [8], [2, 2], [2], [2], [1], [1], [1], [1], [3, 2], [8], [8], [8], [1], [], [], []]","[[], [], [], [], [2], [2], [2, 4], [2, 4], [2, 4], [2, 3], [1, 3], [2, 3], [3, 4], [3, 6], [1, 1], [], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1143.json
1158,3,"[[], [], [], [], [6], [7], [3, 2], [2, 2], [3], [5], [7], [2, 3], [3], [2], [1], [2], [8], [5], [], []]","[[], [], [1], [1], [2], [2], [2, 2], [2, 1, 2], [1, 2, 2], [2, 3, 2], [2, 2, 2], [2, 6], [2, 6], [9], [4], [1], [], [], [], []]",3,./mnist_nonograms\mnist_puzzle_1158.json
1159,5,"[[], [], [], [], [], [3], [3, 1], [3, 1], [2, 2], [2, 1], [2, 2], [], [1], [1], [2], [2], [2], [2], [2], []]","[[], [], [], [], [], [], [3], [4], [2, 1, 1], [1, 7], [1, 4], [1], [1], [4], [3], [1], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1159.json
1165,7,"[[], [], [], [], [], [], [9], [3], [2], [2], [2], [2], [2], [1], [2], [1], [1], [1], [1], [2]]","[[], [], [1], [1], [1], [1], [1], [1], [1], [2], [2], [2, 1], [12], [4, 1], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1165.json
1166,9,"[[], [], [], [], [2], [4, 1], [2, 1], [2, 1], [2, 2], [2, 4], [5, 2], [2], [2], [1], [1], [2], [2], [2], [1], []]","[[], [], [], [], [], [], [3], [4], [2, 1], [2, 1, 4], [1, 2, 4], [1, 1, 3], [2, 5], [1, 4], [2], [], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1166.json
1167,6,"[[], [1], [2], [3], [1], [1], [2], [1], [1], [3], [2, 2], [1, 1, 1], [1, 2], [1, 4], [5], [1], [], [], [], []]","[[], [], [], [], [], [1], [3, 1], [2, 1], [2, 1], [2, 1], [2, 4], [2, 1, 1], [2, 1, 2], [3, 4], [], [], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1167.json
1169,9,"[[], [], [], [], [], [2], [3, 2], [2, 2], [1, 3], [1, 3], [1, 5], [3, 1], [2], [2], [2], [1], [2], [1], [1], []]","[[], [], [], [], [], [3], [2, 1], [2, 1], [1, 1], [1, 1], [1, 1], [5, 7], [9, 1], [3], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1169.json
117,2,"[[], [], [], [3], [5], [1, 2], [1, 1], [1], [1], [1], [2, 1], [8], [1, 4], [1, 3], [1, 2], [1, 3], [2], [], [], []]","[[], [], [], [], [], [4], [2, 1], [1, 2, 1], [1, 1, 1], [1, 1, 1], [2, 2, 2], [2, 4], [3, 3], [2, 3], [5], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_117.json
1173,9,"[[], [], [], [], [1, 1], [2], [], [], [1, 2], [1, 2], [1, 1], [2, 1], [1], [1], [1], [1], [1], [2], [], []]","[[], [], [], [], [], [], [2], [1, 1], [2, 1], [1], [], [9], [1, 2, 1], [1], [], [], [], [], [], []]",22,./mnist_nonograms\mnist_puzzle_1173.json
1174,6,"[[], [], [2], [3], [3], [4], [3], [3], [3], [7], [8], [8], [8], [8], [8], [7], [], [], [], []]","[[], [], [], [], [], [], [6], [7], [9], [11], [13], [5, 7], [4, 7], [6], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1174.json
1176,3,"[[], [], [], [3], [7], [1, 2], [3], [4], [3], [2], [3], [3], [2], [1, 2], [6, 3], [9], [1, 3], [], [], []]","[[], [], [1], [1], [1], [2], [2], [1, 3], [2, 2], [2, 4, 2], [2, 4, 2], [2, 3, 2, 3], [4, 1, 2], [3, 5], [2], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1176.json
1178,6,"[[], [2], [2], [2], [2], [2], [1], [2], [2], [2], [1, 5], [6, 2], [4, 2], [4, 1], [7], [6], [], [], [], []]","[[], [], [], [], [], [2], [5], [3, 3], [3, 3], [2, 2, 1], [2, 2, 2], [3, 2, 2], [3, 1, 2], [1, 2], [2, 2], [5], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1178.json
1180,8,"[[], [], [], [2], [3], [3], [2, 1], [3, 1], [4], [3], [1, 2], [1, 2], [1, 1], [1, 1], [1, 2], [1, 3], [2], [], [], []]","[[], [], [], [], [], [], [2], [4], [2, 2, 4], [2, 4, 1], [1, 3, 1], [1, 2, 1], [1, 2, 2], [1, 5], [], [], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1180.json
1182,9,"[[], [], [], [], [4], [7], [3, 2], [2, 2], [1, 4], [1, 3], [1, 3], [8], [3, 2], [2], [2], [1], [2], [2], [1], []]","[[], [], [], [], [], [2], [3, 1], [3, 2], [2, 2], [2, 2, 3], [2, 1, 4], [2, 7], [2, 6], [7], [3], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1182.json
1189,2,"[[], [], [2], [4], [3], [2], [2], [2], [2], [2], [2, 3], [8], [2, 4], [2, 5], [3, 2], [2], [], [], [], []]","[[], [], [], [], [2], [3], [1, 1], [2, 1], [1, 2, 2], [2, 3], [2, 3], [2, 4], [10], [7, 1], [2], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1189.json
1193,2,"[[], [], [], [], [8], [3, 3], [3, 2], [4, 2], [2, 2], [1], [2], [3], [2], [1], [6], [6], [3], [2], [], []]","[[], [], [], [], [], [], [3, 2], [4, 2], [4, 2], [1, 2, 2], [1, 2, 2], [2, 5], [2, 3, 2], [8, 2], [3, 1], [], [], [], [], []]",3,./mnist_nonograms\mnist_puzzle_1193.json
1195,0,"[[], [], [], [1], [2, 3], [3, 2], [2, 2], [3, 2], [2, 3], [3, 2], [3, 2], [2, 4], [2, 3], [1, 4], [8], [7], [2], [], [], []]","[[], [], [], [], [5], [3, 2], [2, 3], [3, 3], [3, 2], [2, 2], [3, 3], [2, 3], [2, 3], [3], [1, 2], [2, 4], [6], [4], [], []]",2,./mnist_nonograms\mnist_puzzle_1195.json
1204,5,"[[], [], [], [], [7], [3], [2], [2], [2], [3, 2], [2, 2], [2, 1], [1], [2, 2], [1, 2], [2, 1], [7], [3], [], []]","[[], [], [], [], [], [], [1, 3], [8, 1, 2], [8, 1], [1, 1, 2], [1, 2], [1, 1, 2], [1, 2, 1], [1, 1, 1], [5], [2], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1204.json
1205,3,"[[], [], [], [], [8], [2, 1], [2], [3], [3], [8], [2, 1], [2], [1], [1], [2], [2], [7], [5], [], []]","[[], [], [], [], [2], [2], [2, 2], [2, 2, 2], [1, 2, 2], [1, 1, 1], [1, 2, 1], [1, 3, 1], [1, 4, 2], [4, 1, 1], [5], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1205.json
1207,3,"[[], [], [], [], [7], [1, 3], [1], [2], [2], [1], [2], [1], [1], [1], [2], [2], [5], [4], [], []]","[[], [], [], [], [], [1], [1], [1, 2], [2, 3, 2], [1, 2, 3], [1, 1, 2], [2, 1, 1], [2, 1], [2, 2], [2], [], [], [], [], []]",8,./mnist_nonograms\mnist_puzzle_1207.json
1211,3,"[[], [], [], [3], [11], [3, 2], [2], [3], [3], [8], [5, 2], [2], [2], [2], [2, 3], [10], [5], [], [], []]","[[], [], [], [], [2, 3], [2, 3], [2, 2, 2], [1, 2, 2], [1, 2, 2], [2, 2, 1], [2, 2, 1], [2, 2, 2], [1, 4, 2], [12], [4, 3], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1211.json
1215,4,"[[], [], [], [], [1, 1], [1, 1], [1], [1, 1], [1, 1], [2, 2], [2, 3], [7], [1, 1], [1], [1], [2], [2], [1], [], []]","[[], [], [], [], [], [], [2], [3], [3, 2], [2, 1, 3], [1, 3], [4], [3], [5], [2], [], [], [], [], []]",8,./mnist_nonograms\mnist_puzzle_1215.json
1216,9,"[[], [], [], [], [], [2], [2, 2], [2, 2], [1, 2], [1], [1], [7], [6], [2, 1], [1], [1], [1], [2], [2], []]","[[], [], [], [], [], [], [5], [2, 2], [1, 3], [1, 3], [2, 2], [3, 2], [2, 8], [2], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1216.json
1219,2,"[[], [], [], [], [5], [2, 1], [2, 1], [3, 1], [2, 1], [2, 2], [1], [7], [1, 5], [1, 2, 3], [2, 2, 3], [4, 2], [], [], [], []]","[[], [], [], [], [1, 2], [1, 3], [2, 2, 1], [3, 1, 2], [2, 1, 1], [2, 3], [2, 3], [1, 2], [1, 4], [6, 2], [1], [1], [1], [2], [2], []]",2,./mnist_nonograms\mnist_puzzle_1219.json
122,7,"[[], [], [], [], [], [2], [10], [2, 6], [2], [2], [2], [1], [2], [2], [2], [2], [2], [2], [2], []]","[[], [], [], [], [], [], [3], [3, 3], [1, 4], [1, 4], [2, 4], [2, 2], [5], [3], [2], [2], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_122.json
1226,6,"[[], [1], [1], [1], [1], [2], [1], [1], [1], [1, 3], [1, 4], [4, 1], [3, 1], [3, 3], [5], [3], [], [], [], []]","[[], [], [], [], [], [], [], [3], [7], [3, 4], [2, 2, 2], [3, 2, 3], [2, 3], [5], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1226.json
123,1,"[[], [], [], [], [1], [2], [1], [2], [2], [], [1], [2], [2], [3], [2], [2], [], [], [], []]","[[], [], [], [], [1], [2], [2], [2], [3], [1], [1], [], [1], [2], [2], [1], [2], [], [], []]",50,./mnist_nonograms\mnist_puzzle_123.json
1231,5,"[[], [], [], [], [6], [8], [4, 1], [4], [4], [4], [5], [5], [2], [3], [6], [7], [4], [1], [], []]","[[], [], [], [], [1], [3], [3, 4], [4, 3], [5, 3], [10], [3, 6], [3, 1], [3], [2], [2], [2], [3], [2], [1], []]",2,./mnist_nonograms\mnist_puzzle_1231.json
1233,8,"[[], [], [], [], [4], [2, 1], [2, 2], [1, 1], [2, 2], [7], [8], [1, 1], [1, 1], [1, 1], [1, 2], [1, 3], [4], [2], [], []]","[[], [], [], [], [], [], [10], [2, 3], [1, 2, 2], [2, 2], [2, 1], [1, 2, 2], [1, 2, 2], [1, 1, 6], [5], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1233.json
1235,4,"[[], [], [], [], [1, 1], [2], [2, 1], [2, 2], [3, 1], [2, 2], [4, 3], [5], [2], [1], [1], [2], [2], [2], [1], []]","[[], [], [], [], [], [], [3], [5], [3, 1], [1, 2, 4], [1, 4], [4], [4], [5], [4], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1235.json
1237,0,"[[], [], [2], [2], [2], [3], [2], [2, 1], [2, 2], [2, 1], [1, 1], [1, 2], [2, 3], [2, 2], [2, 3], [6], [], [], [], []]","[[], [], [], [], [2], [5], [2, 2], [2, 1], [1, 2], [2, 2], [2, 2], [1, 2], [2, 3], [2, 2], [3], [1, 2], [2], [1], [], []]",111,./mnist_nonograms\mnist_puzzle_1237.json
1239,2,"[[], [], [3], [3], [2], [1], [1], [2], [1], [3], [5], [2, 2, 1], [2, 2], [2, 2], [5], [5], [], [], [], []]","[[], [], [], [], [3], [4], [2, 2], [1, 2], [1, 2], [2, 1, 2], [2, 4], [1, 3], [1, 2], [8], [1], [], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1239.json
124,4,"[[], [], [], [], [1], [1, 1], [2, 2], [1, 2], [1, 3], [2, 3], [2, 4], [6, 2], [3, 3], [2], [2], [2], [2], [1], [1], []]","[[], [], [], [], [3], [7], [3, 2], [2], [1], [1], [1, 1], [2, 7], [8], [5], [3], [3], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_124.json
1241,3,"[[], [], [], [], [5], [2, 2], [2], [3], [2], [5], [6], [4, 2], [2, 1], [1], [1], [2], [3], [2], [], []]","[[], [], [], [], [], [], [1], [3, 2], [4, 2], [2, 3, 2], [2, 2, 2], [1, 7], [8], [4], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1241.json
1242,3,"[[], [], [], [5], [2], [2], [4], [3], [3], [8], [9], [2], [3], [4], [1, 4], [5], [4], [], [], []]","[[], [], [], [], [], [1], [1, 2, 1], [1, 5, 1], [1, 5, 2], [8, 2], [4, 2, 2], [2, 2], [2, 3], [2, 3], [4], [3], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1242.json
