puzzle_id,label,row_hints,col_hints,num_solutions,solving_time_sec
1031,3,"[[], [], [], [3], [5], [2], [3], [3], [1], [1], [1], [3], [2], [], []]","[[], [], [], [], [1, 1], [1, 1], [2, 1, 1], [4, 1], [5, 1], [1, 1], [3], [], [], [], []]",7,0.042011260986328125
1032,2,"[[], [], [], [6], [1, 2], [2], [3], [3], [2], [2, 5], [9], [], [], [], []]","[[], [], [], [1], [2], [2, 4], [1, 2, 1], [1, 2, 1], [1, 2, 2], [4, 2], [2, 2], [2], [1], [], []]",1,0.048201560974121094
1033,1,"[[], [], [], [1], [1], [1], [2], [2], [2], [2], [2], [1], [1], [], []]","[[], [], [], [], [], [], [3], [5], [5], [2], [], [], [], [], []]",6,0.020681142807006836
1034,4,"[[], [], [], [1], [2, 1], [1, 1], [1, 1], [1, 1], [1, 2], [5], [2, 1], [1], [1], [], []]","[[], [], [], [], [], [7], [1, 2], [2], [2], [9], [], [], [], [], []]",1,0.036403656005859375
1035,2,"[[], [], [1, 1], [8], [9], [3, 3], [1, 3], [5], [4], [8], [10], [10], [7], [], []]","[[], [], [], [4, 2], [3, 3], [3, 4], [2, 6], [3, 6], [2, 6], [11], [5, 4], [3, 4], [2], [], []]",1,0.053101301193237305
1036,1,"[[], [], [], [3], [2], [2], [2], [2], [2], [2], [2], [2], [2], [], []]","[[], [], [], [], [], [], [1, 1], [10], [9], [], [], [], [], [], []]",1,0.017606735229492188
1037,5,"[[], [], [], [4], [1], [4], [2, 1], [1, 1], [1], [1], [1], [1], [5], [], []]","[[], [], [], [], [1], [2, 1], [4, 1], [1, 1, 1], [1, 1, 1], [1, 7], [], [], [], [], []]",2,0.04295015335083008
1038,1,"[[], [], [], [1], [1], [2], [2], [2], [2], [2], [2], [2], [2], [], []]","[[], [], [], [], [], [], [4], [8], [6], [], [], [], [], [], []]",2,0.01707315444946289
1039,9,"[[], [], [], [2], [5], [4, 1], [3, 2], [6], [6], [3], [3], [3], [3], [2], []]","[[], [], [], [], [1, 2], [4, 3], [4, 3], [2, 5], [2, 4], [2, 4], [2, 3], [2], [], [], []]",1,0.044095516204833984
104,8,"[[], [], [2], [5], [1], [2], [1], [7], [3], [4], [2, 2], [2, 2], [1, 1], [], []]","[[], [], [], [2], [1], [1, 1], [4, 2, 1], [1, 3, 1], [1, 5], [2, 4], [2, 1], [1, 1], [1], [], []]",2,0.05721426010131836
1040,8,"[[], [], [], [3], [3, 1], [2, 2, 1], [1, 1, 1], [1, 1], [2, 2], [1, 2], [2], [1], [1], [2], []]","[[], [], [], [], [4, 1], [1, 6], [1, 1], [3, 1], [2, 1], [1, 1], [1, 2], [1, 1], [2], [], []]",6,0.06471133232116699
1041,8,"[[], [], [], [5], [9], [3, 6], [8], [4], [5], [1, 2], [2, 2], [1, 2], [5], [], []]","[[], [], [], [2], [3, 1], [4, 5], [2, 3, 1], [2, 3, 1], [6, 1], [10], [3, 3], [3], [1], [1], []]",1,0.060639381408691406
1042,2,"[[], [], [2], [6], [1], [2], [1], [2], [2], [2], [2, 5], [6], [], [], []]","[[], [], [], [1], [2], [3], [1, 1, 1], [1, 2, 2], [1, 2, 2], [2, 2, 1], [4, 1], [1, 1], [], [], []]",1,0.05214190483093262
1043,2,"[[], [], [3], [2, 1], [1, 1], [1], [2], [6], [6], [1, 2], [1, 3], [5, 1], [1], [], []]","[[], [], [], [2], [1, 3], [2, 1], [1, 2, 1], [1, 2, 1], [1, 2, 2], [1, 4], [9], [1], [], [], []]",2,0.06205320358276367
1044,4,"[[], [], [], [], [1], [2], [2, 1], [7], [6], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [2, 1], [4, 2], [1, 3], [3], [1, 2], [2], [2], [], [], []]",2,0.02948141098022461
1045,7,"[[], [], [], [1], [5], [1], [2], [2], [2], [2], [2], [2], [2], [1], []]","[[], [], [], [], [], [1, 3], [1, 3], [1, 4], [1, 4], [4], [], [], [], [], []]",1,0.025072097778320312
1046,1,"[[], [], [1], [2], [2], [2], [2], [2], [1], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [], [2], [8, 1], [5], [], [], [], [], [], []]",1,0.01633310317993164
1047,3,"[[], [], [], [], [4, 1], [1], [1, 2], [4], [2, 2], [1], [1], [6], [], [], []]","[[], [], [], [], [1, 1], [1, 1], [1, 3, 1], [1, 2, 1], [2, 1], [5, 1], [3], [], [], [], []]",1,0.044324636459350586
1048,6,"[[], [], [2], [2], [3], [2], [1], [5], [5], [3, 2], [6], [6], [], [], []]","[[], [], [], [], [3], [5], [6], [2, 2, 2], [2, 2, 2], [2, 5], [2, 1], [1], [], [], []]",2,0.037110328674316406
1049,9,"[[], [], [], [2], [5], [2], [1, 2], [6], [5], [2], [2], [2], [3], [1], []]","[[], [], [], [], [1], [4], [2, 2, 2], [1, 6], [2, 7], [2, 3], [1], [], [], [], []]",2,0.037451744079589844
105,9,"[[], [], [], [3], [1], [1, 1], [1, 1], [1, 2], [4], [1], [2], [2], [1], [1], []]","[[], [], [], [], [], [4], [1, 1], [1, 2, 4], [1, 5], [3], [], [], [], [], []]",2,0.03795146942138672
1050,7,"[[], [], [], [4], [4, 3], [2], [2], [3, 1], [4], [7], [2], [2], [2], [2], []]","[[], [], [], [1, 1], [1, 1], [1, 1], [1, 1], [1, 7], [11], [7], [2, 1], [1], [], [], []]",1,0.044971466064453125
1051,3,"[[], [], [], [6], [6], [4], [4], [2], [2], [2], [2], [2, 4], [3], [], []]","[[], [], [], [1], [2], [1, 1], [2, 1, 2], [5, 1], [6, 1], [3, 4], [3, 2], [2], [], [], []]",1,0.03890705108642578
1052,4,"[[], [], [], [1], [3], [2, 3, 1], [2, 3], [1, 5], [1, 4], [6], [1], [2], [1], [2], []]","[[], [], [], [], [4, 1], [2, 1, 3], [1, 3], [3], [4], [5], [5], [2, 1], [2], [1], []]",1,0.0436856746673584
1053,3,"[[], [], [1], [6], [5], [4], [2], [3], [2], [1], [3, 1], [7], [2], [], []]","[[], [], [], [2], [1, 1], [2, 2], [4, 2], [5, 1], [3, 1, 1], [2, 2, 2], [2, 2], [2], [], [], []]",2,0.04715394973754883
1054,0,"[[], [], [], [4], [2, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [1, 1], [6], [], []]","[[], [], [], [4], [3, 2], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [5], [], []]",25,0.07990384101867676
1055,4,"[[], [], [], [2], [2, 1], [3, 1], [2, 1], [3, 1], [4, 1], [5], [2], [2], [2], [], []]","[[], [], [1], [2], [3], [2, 1], [1, 1], [2, 4], [1, 4], [1, 4], [3, 1], [1], [], [], []]",1,0.05205106735229492
1056,7,"[[], [], [], [5], [1], [2], [1], [2], [2], [1], [2], [1], [2], [1], []]","[[], [], [], [], [2], [3], [1, 2], [1, 2], [1, 2], [1, 2], [3], [], [], [], []]",2,0.029843807220458984
1057,1,"[[], [], [1], [1], [1], [2], [2], [2], [2], [1], [2], [2], [1], [], []]","[[], [], [], [], [2], [2], [3], [3], [3], [2], [2], [], [], [], []]",18,0.02690863609313965
1058,1,"[[], [], [], [1], [1], [1], [2], [1], [1], [1], [1], [1], [], [], []]","[[], [], [], [], [], [], [4], [2], [2], [2], [], [], [], [], []]",8,0.01670074462890625
1059,6,"[[], [1], [2], [1], [2], [2], [2, 2], [2, 2, 2], [2, 2, 1], [8], [7], [2], [], [], []]","[[], [], [], [], [5], [9], [2, 2], [4], [5], [1, 2], [1, 2], [2, 2], [3], [], []]",1,0.04560065269470215
106,5,"[[], [], [], [], [2], [5], [1], [4], [1], [1], [1], [7], [], [], []]","[[], [], [], [1], [2, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1], [1, 4], [], [1], [1], [], []]",1,0.04679131507873535
1060,4,"[[], [], [], [1, 1], [1, 1], [1, 1], [1, 1], [2], [6], [1, 1], [1], [1], [2], [], []]","[[], [], [], [], [3], [3], [2, 1], [1, 1], [1, 1], [5], [4], [], [], [], []]",4,0.04560971260070801
1061,7,"[[], [], [], [1], [7], [1], [2], [1], [3], [4], [2], [1], [2], [], []]","[[], [], [], [1], [1, 1], [1, 1], [1, 2], [1, 2], [1, 1], [1, 4], [3, 2], [1], [], [], []]",1,0.03996157646179199
1062,3,"[[], [], [], [6], [2, 2], [1], [3], [5, 1], [3, 2], [1], [1, 2], [1, 2], [5], [], []]","[[], [], [], [], [1, 2, 3], [2, 2, 1], [1, 2, 1], [1, 2, 1], [1, 2, 1], [4, 1], [2, 2, 2], [3], [], [], []]",2,0.07033133506774902
1063,4,"[[], [], [2], [3], [4], [1, 1], [2, 1], [2, 1], [2, 1], [9], [2, 1], [1], [1], [], []]","[[], [], [], [1], [4], [5], [3, 1], [2, 1], [3, 1], [11], [1], [1], [], [], []]",1,0.056969404220581055
1064,7,"[[], [], [], [3], [6], [6], [5, 2], [8], [8], [9], [5], [4], [2], [], []]","[[], [], [], [2], [2, 1], [7], [9], [10], [9], [6], [4], [4], [4], [], []]",1,0.028488874435424805
1065,6,"[[], [2], [3], [2], [3], [2], [2, 5], [1, 6], [2, 6], [8], [7], [3], [], [], []]","[[], [], [], [1], [7], [4, 2], [3, 5], [2, 6], [2, 6], [5], [5], [4], [], [], []]",1,0.03877615928649902
1066,8,"[[], [], [], [5], [3, 1], [2, 1], [1, 1], [1, 2], [1, 2], [2], [3], [1, 1], [1, 1], [], []]","[[], [], [], [], [], [2, 2], [3, 2], [3, 3], [2, 2, 3], [1, 1], [1, 1], [3], [], [], []]",1,0.05727648735046387
1067,8,"[[], [], [], [5], [1, 2], [2, 1], [2, 1], [3], [3], [3], [1, 2], [2, 2], [3], [], []]","[[], [], [], [], [1], [2, 3], [6, 1], [1, 6], [1, 5], [1, 1], [3], [2], [], [], []]",1,0.04548358917236328
1068,1,"[[], [], [1], [2], [2], [2], [1], [1], [1], [1], [1], [2], [2], [], []]","[[], [], [], [], [], [], [], [10], [4, 2], [], [], [], [], [], []]",1,0.016866207122802734
1069,0,"[[], [], [2], [5], [2, 2], [2, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 2], [5], [3], [], []]","[[], [], [], [], [6], [2, 1], [2, 2], [2, 2], [2, 2], [2, 2], [8], [], [], [], []]",1,0.05705380439758301
107,7,"[[], [], [], [], [1], [8], [8], [2, 2], [2, 2], [1, 2], [2, 1], [2, 2], [], [], []]","[[], [], [2], [5], [3], [2], [2], [2], [2, 1], [2, 3], [5], [5], [1], [], []]",1,0.04226231575012207
1070,3,"[[], [], [], [4], [6], [4], [3], [5], [6], [2], [1, 2], [7], [5], [], []]","[[], [], [], [2], [2], [2, 2], [3, 2, 2], [5, 2], [5, 2], [4, 2], [6], [4], [], [], []]",1,0.037250518798828125
1071,5,"[[], [], [1], [1], [1], [5], [1], [1], [1], [4], [5], [4], [], [], []]","[[], [], [], [], [], [], [10], [1, 3], [1, 3], [1, 3], [1, 1], [], [], [], []]",1,0.02569413185119629
1072,0,"[[], [], [1], [3], [2, 1], [1, 1], [2, 1], [1, 2], [1, 1], [2, 1], [1, 2], [5], [2], [], []]","[[], [], [], [], [3], [4, 2], [3, 2], [2, 1], [2, 2], [1, 4], [4], [], [], [], []]",1,0.050026655197143555
1073,7,"[[], [], [], [], [1, 2], [6], [1, 2], [1, 1], [1, 2], [2], [2], [1], [2], [2], []]","[[], [], [], [], [2], [2, 2], [1, 3], [2, 2], [1, 3], [4], [3], [1], [], [], []]",2,0.04080939292907715
1074,6,"[[], [1], [2], [1], [1], [1], [1], [1, 3], [1, 4], [3, 1], [2, 2], [3], [], [], []]","[[], [], [], [], [], [5], [2, 3], [2, 2, 1], [1, 2, 1], [1, 2, 1], [4], [], [], [], []]",14,0.05388903617858887
1075,6,"[[], [1], [1], [2], [2], [2], [2], [1], [2], [3, 3], [6], [2], [], [], []]","[[], [], [], [], [2], [4], [1, 2], [2, 2], [2, 3], [2, 2], [2, 2], [1], [], [], []]",8,0.03711724281311035
1076,4,"[[], [], [], [1], [1, 2], [2, 2], [7], [2], [2], [3], [2], [1], [2], [1], []]","[[], [], [], [], [], [2, 2], [2, 4], [5], [6], [4], [1], [1], [1], [], []]",1,0.02533698081970215
1077,6,"[[], [], [1], [1], [2], [2], [2], [4], [3], [1, 2], [1, 1], [3], [2], [], []]","[[], [], [], [], [], [1], [6], [5, 2], [2, 6], [1, 1], [1], [], [], [], []]",6,0.02897930145263672
1078,5,"[[], [], [], [2, 4], [1, 3], [1], [1], [4, 1], [3, 1], [1], [1], [2, 3], [6], [], []]","[[], [], [], [2], [1, 4, 2], [2, 2, 2], [1, 1], [1, 1], [1, 1], [1, 1, 2], [1, 4], [1, 1], [1], [1], []]",2,0.06232452392578125
1079,0,"[[], [], [], [], [6], [2, 2], [2, 1], [1, 1], [1, 2], [1, 2], [2, 4], [5], [], [], []]","[[], [], [], [5], [2, 2], [1, 1], [1, 1], [1, 2], [1, 2], [1, 1], [1, 2], [2, 2], [4], [], []]",1,0.055829763412475586
108,1,"[[], [], [2], [1], [1], [2], [2], [2], [3], [2], [1], [2], [1], [], []]","[[], [], [], [], [], [2], [4], [5], [7], [1], [], [], [], [], []]",1,0.018023014068603516
1080,3,"[[], [], [], [4], [5, 2], [2], [3], [6], [7], [1], [1], [3, 2], [3], [], []]","[[], [], [1], [1, 1], [1, 2, 1], [1, 2, 1], [1, 3, 1], [1, 3, 1], [1, 4, 1], [3, 2, 1], [2, 1, 1], [2], [], [], []]",5,0.06643867492675781
1081,5,"[[], [], [2], [3], [2], [2], [4], [4], [2], [2], [2], [5], [3], [], []]","[[], [], [], [], [], [1, 2], [4, 2], [2, 2, 2], [2, 2, 2], [1, 6], [3], [], [], [], []]",1,0.03314805030822754
1082,1,"[[], [], [1], [1], [1], [1], [1], [2], [1], [1], [1], [1], [], [], []]","[[], [], [], [], [], [], [], [5], [6], [], [], [], [], [], []]",1,0.012091398239135742
1083,3,"[[], [], [], [7], [7], [3], [6], [6], [2], [1], [2], [8], [5], [], []]","[[], [], [1], [2], [2, 1], [2, 2, 1], [2, 2, 2], [5, 2], [5, 2], [5, 2], [2, 2], [3], [2], [], []]",1,0.04605698585510254
1084,8,"[[], [], [], [3], [5], [2, 2], [2, 1], [2, 2], [2, 3], [4], [3], [4], [3], [], []]","[[], [], [], [], [3], [5], [2, 1, 1], [2, 5], [2, 6], [6, 3], [2], [], [], [], []]",1,0.04568195343017578
1085,3,"[[], [], [4], [1], [1], [2], [2], [1], [1], [1, 1], [1, 1], [2, 2], [2], [], []]","[[], [], [], [], [3], [1, 1], [1, 1, 1], [1, 2, 1], [1, 1, 1, 1], [1, 2, 1], [2], [], [], [], []]",54,0.07648897171020508
1086,1,"[[], [], [1], [2], [2], [3], [2], [3], [3], [2], [2], [3], [2], [], []]","[[], [], [], [], [2], [3], [5], [5], [5], [4], [1], [], [], [], []]",1,0.0182492733001709
1087,6,"[[], [2], [3], [1], [1], [1], [2], [8], [4, 2], [4, 2], [6], [4], [], [], []]","[[], [], [], [], [4], [6], [3, 5], [1, 5], [2, 1, 2], [1, 1, 2], [4], [3], [], [], []]",1,0.03995180130004883
1088,0,"[[], [], [2], [1, 2], [1, 1], [2, 1], [2, 1], [1, 1], [1, 1], [1, 2], [1, 1], [1, 1], [4], [], []]","[[], [], [], [5], [2, 1], [2, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 2], [4], [], [], []]",20,0.07330083847045898
1089,7,"[[], [], [], [], [5], [1, 1], [2, 1], [1], [], [1], [2], [1], [1], [], []]","[[], [], [], [], [], [3], [1, 1, 1], [1, 2], [1, 2], [4], [], [], [], [], []]",3,0.03532266616821289
109,6,"[[], [], [3], [5], [4], [4], [6], [7], [8], [3, 3], [8], [7], [], [], []]","[[], [], [], [], [6], [8], [9], [7, 2], [7, 2], [2, 6], [1, 5], [3], [], [], []]",1,0.03134870529174805
1090,1,"[[], [], [], [2], [3], [3], [3], [3], [3], [3], [3], [2], [2], [], []]","[[], [], [], [], [], [], [7], [10], [10], [], [], [], [], [], []]",1,0.015300750732421875
1091,3,"[[], [], [1], [6], [1], [1], [5], [2, 1], [1], [1], [3, 1], [7], [], [], []]","[[], [1], [1], [2], [1], [1, 1], [1, 2, 1], [1, 2, 1], [1, 1, 1], [1, 2, 1], [2, 1, 3], [2], [], [], []]",6,0.06832289695739746
1092,1,"[[], [], [1], [3], [2], [2], [2], [2], [2], [3], [3], [3], [2], [], []]","[[], [], [], [], [], [], [4], [10], [10], [1], [], [], [], [], []]",1,0.01592707633972168
1093,7,"[[], [], [], [], [8], [1], [1], [1], [1], [1], [2], [2], [2], [2], []]","[[], [], [1], [1], [1], [1, 1], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1], [], [], []]",240,0.10579657554626465
1094,9,"[[], [], [], [2], [1, 1], [1, 1], [1, 1], [1], [1], [1, 3], [1], [], [], [], []]","[[], [], [], [], [], [2, 1], [1, 1], [1, 1], [1, 1], [6], [], [], [], [], []]",5,0.03900933265686035
1095,0,"[[], [], [2], [5], [1, 2], [1, 1], [2, 1], [1, 1], [1], [1, 2], [5], [4], [1], [], []]","[[], [], [], [], [], [6], [4, 2], [2, 3], [2, 2], [1, 2], [2, 1], [4], [], [], []]",1,0.045963287353515625
1096,2,"[[], [], [], [2], [3, 1], [2, 1], [1, 1], [1], [4], [5], [2, 2], [1, 2], [3], [], []]","[[], [], [], [], [3], [2, 1], [3, 1, 1], [2, 4], [1, 4], [1, 2], [6], [], [], [], []]",1,0.04869890213012695
1097,2,"[[], [], [2], [4, 1], [2, 2], [2], [2], [1], [2], [5], [1, 5], [4, 2], [1, 1], [], []]","[[], [], [1], [3], [1, 1], [1, 3], [2, 2], [1, 2], [1, 3], [2, 3, 1], [1, 3, 1], [3, 2], [], [], []]",1,0.06307196617126465
1098,4,"[[], [], [], [1, 2], [1, 1], [2, 1], [1, 1], [1, 3], [1, 3], [2, 2], [3], [2], [2], [], []]","[[], [], [], [], [5], [3, 1], [1], [4], [6], [4], [2, 2], [1], [], [], []]",1,0.04596972465515137
1099,4,"[[], [], [], [1], [1], [1, 2], [1, 2], [3, 2], [5], [2], [1], [1], [1], [], []]","[[], [], [], [], [3], [2], [2], [1], [7], [8], [], [], [], [], []]",1,0.025507688522338867
