puzzle_id,label,row_hints,col_hints,num_solutions,solving_time_sec
187,2,"[[], [], [5], [6], [2], [3], [3], [3], [2], [3, 1], [10], [6], [], [], []]","[[], [], [], [2], [5], [2, 5], [2, 2, 2], [2, 2, 2], [2, 2, 2], [4, 2], [2, 1], [1], [2], [], []]",1,0.14372515678405762
188,8,"[[], [], [], [5], [1, 1], [1, 1], [1, 1], [2, 1], [4], [4], [1, 1], [1, 1], [1, 1], [], []]","[[], [], [], [], [], [5, 3], [1, 3], [1, 2], [1, 2], [1, 6], [3], [], [], [], []]",1,0.1470508575439453
189,2,"[[], [], [], [], [7], [8], [4], [2], [2], [1, 5], [9], [], [], [], []]","[[], [], [], [1, 1], [2, 2], [2, 2, 1], [5, 1], [3, 1], [3, 1], [3, 2], [2, 2], [2], [1], [1], []]",1,0.15504121780395508
19,9,"[[], [], [], [], [4], [1, 1], [1, 1], [3], [2], [2], [1], [1], [1], [1], []]","[[], [], [], [], [], [2], [3, 1], [1, 4], [1, 3], [1, 1], [2], [], [], [], []]",6,0.14470911026000977
190,2,"[[], [1, 1], [4], [1, 1], [3], [1], [2], [2], [2, 1], [4, 1], [9], [3], [], [], []]","[[], [], [], [2], [2], [2], [3, 3], [2, 1, 3, 2], [6, 2], [2, 2], [1], [3], [], [], []]",1,0.15345120429992676
191,5,"[[], [], [], [], [3], [2], [1], [1], [2], [1], [1, 2], [3], [], [], []]","[[], [], [], [1], [1], [2, 1], [1, 1, 1], [1], [1, 2], [1], [], [1], [1], [1], []]",43,0.19365954399108887
192,0,"[[], [], [2], [3], [1, 2], [2, 2], [2, 2], [2, 1], [1, 2], [1, 2], [2, 2], [5], [], [], []]","[[], [], [], [], [5], [3, 2], [1, 1], [1, 1], [2, 1], [3, 2], [4, 3], [5], [], [], []]",1,0.12879347801208496
193,7,"[[], [], [], [], [3], [8], [3, 2], [2], [1], [2], [2], [1], [1], [1], []]","[[], [], [], [1], [1], [2, 2], [1, 1], [1, 1], [1, 2], [1, 3], [4], [3], [2], [], []]",2,0.1179816722869873
194,4,"[[], [], [], [1, 1], [1, 1], [2, 2], [2, 2], [7], [7], [3, 2], [1], [1], [2], [], []]","[[], [], [], [], [4], [7], [3], [3], [2, 1], [8], [7], [], [], [], []]",1,0.08271932601928711
195,9,"[[], [], [], [2], [6], [2, 1], [5], [2, 1], [1], [1], [2], [1], [1], [], []]","[[], [], [], [], [], [2, 1], [4, 1], [1, 2, 1], [1, 1, 2], [2, 3], [3], [1], [], [], []]",6,0.09401726722717285
196,7,"[[], [], [], [], [5], [8], [2, 2], [1, 2], [2], [2], [2], [1], [2], [2], []]","[[], [], [], [2], [3], [2], [2], [2], [2, 2], [10], [6], [], [], [], []]",1,0.0804290771484375
197,8,"[[], [], [], [4, 1], [1, 1], [2, 1], [3], [3], [3], [1, 2], [1, 1], [1, 2], [3], [], []]","[[], [], [], [], [3], [1, 1], [2, 2, 2], [1, 7], [1, 4], [1, 1], [1, 1], [1], [1], [], []]",15,0.18280863761901855
198,3,"[[], [], [1], [6], [1, 2], [1], [1], [4], [4], [2], [1, 1], [6], [3], [], []]","[[], [], [], [2], [1], [2, 2], [1, 2, 1], [2, 2, 2], [6, 2], [3, 2], [3], [], [], [], []]",2,0.12047410011291504
199,2,"[[], [], [], [], [7], [1, 1], [2], [3], [3], [2, 5], [6], [], [], [], []]","[[], [], [], [1], [1, 2], [2, 2], [1, 1, 1], [1, 2, 1], [1, 4], [1, 2, 1], [3, 1], [1], [1], [], []]",1,0.1683344841003418
2,4,"[[], [], [], [1], [1, 1], [1, 1], [1, 1], [1, 5], [6, 1], [2], [1], [1], [2], [], []]","[[], [], [5], [1], [1], [1], [2], [2], [1], [1, 4], [5, 1], [2], [], [], []]",1,0.06824922561645508
20,4,"[[], [], [], [1, 1], [2, 2], [1, 2], [2, 2], [8], [7], [2, 2], [2], [2], [1], [], []]","[[], [], [2], [4], [4], [3], [2], [2], [2], [7], [9], [2], [], [], []]",4,0.06754350662231445
